Issue key,Priority,Summary,Issue type,Description,Status,Component,Reporter,Assignee,Created,Updated,Resolved,Resolution,EPD team,Epic link,Epic name,Story points,Fix versions,Last Sprint,Sprints,Labels,Original estimate,Remaining estimate,Time spent,Flagged
EIP1-7238,Three,,Story,"As an ERO making the final determination

I WANT to be able to review all relevant checks

AND approve the application should all checks have been passed

So that approved final determination can be done

*Context*

The Determination tab will be the place where the ERO can view all relevant checks ie Register, Identity, signature checks etc for the applicant and be able to make the final determination. This story is the final approval of the Postal application process.

*Assumption*

* The following API work need to be done prior to UI work. [https://technologyprogramme.atlassian.net/browse/EIP1-7263|https://technologyprogramme.atlassian.net/browse/EIP1-7263|smart-link] ‘Cancel’ button in blue status banner will only be displayed but have no action
* Signature is provided in this journey, signature waiver is in separate story. *NOTE out standing question if signature and waivers are a requirement for OE*.
* The set application status api has been done ( See [https://technologyprogramme.atlassian.net/browse/EIP1-7233|https://technologyprogramme.atlassian.net/browse/EIP1-7233|smart-link]  )
* All relevant checks ie registry, identity and signature checks have all been passed/approved. However, if not all approved, the ERO can still have the final decision to approve the application.
* Story  [https://technologyprogramme.atlassian.net/browse/EIP1-7237|https://technologyprogramme.atlassian.net/browse/EIP1-7237|smart-link] is done before this story
* The final status will be initially set to ‘Approved’ for now. In future API updates the final status will be set to Information sent to EMS
* {color:#bf2600}Signature section is still unknown if this is to be included as with the signature checks as policy has yet to decide on this. At the moment we are to include it as a fall back. {color}{color:#0747a6}*Confirmation was made that Signatures and waivers is NOT a requirement for final determination on 31/09/2023*{color}

*Screens*

When ERO first entered the determination tab will all relevant checks approved. This view is handled by [https://technologyprogramme.atlassian.net/browse/EIP1-7237|https://technologyprogramme.atlassian.net/browse/EIP1-7237|smart-link]  )

!image-20230424-095626.png|width=734,height=516!

*Note:* Ignore the special category ‘Armed forces’ label on top right corner for now. This tag is to show the OE type that can be expected ie Registration, Residency or Left before 18yo

+Approval In Progress : When user selects the Review information to send to EMS button+

!image-20230824-080235.png|width=2271,height=6527!

{color:#bf2600}*Note: Confirmation that Signature is not longer a requirement*{color}

[https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=38-79692&mode=design&t=BWewAOdnk5mPWOoD-4|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=38-79692&mode=design&t=BWewAOdnk5mPWOoD-4|smart-link] 

+Confirmation Screen+

!image-20230824-080506.png|width=2271,height=6349!

*Notes:* 

{color:#bf2600}*Status ‘Information Sent to EMS’ should show as ‘Information Sent to IER’*{color}

{color:#bf2600}*Confirmation that Signature is not longer a requirement*{color}

[https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=50-90081&mode=design&t=BWewAOdnk5mPWOoD-4|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=50-90081&mode=design&t=BWewAOdnk5mPWOoD-4|smart-link] 

h2. Acceptance Criteria

+*AC1:*+ +WHEN user selects Review Information to send to EMS button+

GIVEN that the ERO is in the Determination Tab

WHEN the ERO selects the ‘Review Information to send to IER’ button ( API = [https://technologyprogramme.atlassian.net/browse/EIP1-7233|https://technologyprogramme.atlassian.net/browse/EIP1-7233|smart-link]  )

THEN the ERO will see the status of ‘Approval in Progress' in the summary header 

AND the Review section will show all the relevant check statuses ie Register, Identity and Signature

AND a blue banner with ‘Application pre-approved’ message with ERO name and datetime with *Cancel button*(see below)

!image-20230424-134108.png|width=685,height=47!

AND the application details the ERO will be approving for final determination

AND the Signature that was provided

AND lastly the Approve Postal application button

+*AC2*++:  Approval Confirmation+

GIVEN that the ERO has selected the ‘Review Information to send to IER’ button 

THEN the ERO will see that the application summary status will be set to ‘Approved’

AND the Review section will show all the relevant check statuses ie Register, Identity and Signature

AND a blue banner with ‘Application pre-approved’ message with ERO name and datetime(see below)

!image-20230424-163512.png|width=814,height=54!

AND the Approve application a confirmation green banner (See below)

!image-20230424-151457.png|width=813,height=50!

AND the application details the ERO will be approving for final determination

AND the Signature that was provided

with message, ERO name and date and time

*Note*

The final status will be initially set to ‘Approved’ for now. In future API updates the final status will be set to Information sent to EMS via IER. See [https://technologyprogramme.atlassian.net/browse/EIP1-5257|https://technologyprogramme.atlassian.net/browse/EIP1-5257|smart-link] ",To Do,,Shane.yin,,21/Aug/23 2:44 PM,01/Sep/23 12:28 PM,,,,EIP1-4839,,8.0,,,,Beta|OAVA|OE|Refined|Valtech,,,,
EIP1-7239,Three,,Story,"As an authorised user in the qualifying address tab

I WANT to be able to record the local data matching I have done against an application 

So that I can determine if an applicant is eligible to vote based on local data matching results 

*Notes*

*Notes*

Local data checks flow is applicable to all Overseas application routes including under 18 leaver, registration and residency the UI will remain the same for all routes however the page title will change dependent upon the application type 



*Screen Designs*

!image-20230817-125025.png|width=75%!

(note: title edit needed to show Qualifying address registration left under 18) 

!image-20230817-125441.png|width=75%!





*Acceptance criteria* 

*AC1 accept local data matching* 

Given an Ero admin is in the qualifying address tab

And they have reviewed the local data matching information for an applicant 

When they click the confirm local data matching button 

Then a banner will show with ‘local data match confirmed’ ERO name date and time 

and the application status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7326|https://technologyprogramme.atlassian.net/browse/EIP1-7326|smart-link] 

and the task list section will be updated to show confirmation 



*AC2 reject t local data matching* 

Given an Ero admin is in the qualifying address tab

And they have reviewed the local data matching information for an applicant 

When they click the reject local data matching button 

Then a banner will show with ‘cannot confirm local data match’ ERO name date and time 

and the application status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7326|https://technologyprogramme.atlassian.net/browse/EIP1-7326|smart-link] 

and the task list section will be updated to show rejection.",To Do,,yusuf.eldin,,21/Aug/23 2:57 PM,08/Sep/23 2:33 PM,,,,EIP1-4494,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7241,Three,,Story,"As an ERO making the final determination

I WANT to be able to review all relevant checks

AND reject the application should not all checks have been passed or ERO is had decided to reject the application

So that approved final determination can be done

*Context*

The Determination tab will be the place where the ERO can view all relevant checks ie Register, Identity, signature checks etc for the applicant and be able to make the final determination. This story is the final rejection process of the Postal application process.

*Assumption*

* The set application status api has been done ( See [https://technologyprogramme.atlassian.net/browse/EIP1-7233|https://technologyprogramme.atlassian.net/browse/EIP1-7233|smart-link]  )
* Not all relevant checks ie registry, identity and signature checks have all been passed/approved. 
* Story [https://technologyprogramme.atlassian.net/browse/EIP1-7237|https://technologyprogramme.atlassian.net/browse/EIP1-7237|smart-link]  is done before this story
* This story assumes that a signature was provided and NOT a signature waiver. 
* {color:#bf2600}Signature section is still unknown if this is to be included as with the signature checks as policy has yet to decide on this. At the moment we are to include it as a fall back.{color}{color:#0747a6} *Note: Confirmation that Signature is no longer a requirement on 31/08/2023*{color}

*List of Rejection reasons*

* Unable to confirm applicant's identity
* Unable to confirm applicant has a qualifying address in the UK
* Unable to confirm applicant is a British Citizen
* Applicant is already registered as an Overseas Elector****
* Application contains inaccurate information
* Suspected fraudulent application
* Duplicate application
* Unable to confirm connection with parent/guardian*(for under 18 Leavers ONLY)*
* Other

***in this case, they need to be sent details of the renewal process, rather than a standard rejection(Policy need to be confirm)*



*NOTE*: 

* There is a story to ensure the API model is updated with this list. See [https://technologyprogramme.atlassian.net/browse/EIP1-6002?atlOrigin=eyJpIjoiZGUyMDMyZDMxM2IxNDg2OGI5OTcxMjdiY2Q0YzYzMjkiLCJwIjoiamlyYS1zbGFjay1pbnQifQ|https://technologyprogramme.atlassian.net/browse/EIP1-6002?atlOrigin=eyJpIjoiZGUyMDMyZDMxM2IxNDg2OGI5OTcxMjdiY2Q0YzYzMjkiLCJwIjoiamlyYS1zbGFjay1pbnQifQ|smart-link] 

*Screens*

When ERO first entered the determination tab with some checks in Incomplete status. This is handled by [https://technologyprogramme.atlassian.net/browse/EIP1-7237|https://technologyprogramme.atlassian.net/browse/EIP1-7237|smart-link]  )

!image-20230427-112728.png|width=785,height=547!

*Note*: 

{color:#bf2600}*Confirmation that Signature is no longer a requirement and therefore only Identity and Register checks are required.*{color}

Ignore the special category ‘Armed forces’ label on top right corner for now. This tag is to show the OE type that can be expected ie Registration, Residency or Left before 18yo

+Rejection In Progress: select reasons for rejection+

!image-20230427-113630.png|width=734,height=849!

+Rejection In Progress: When user has selected the ‘Start Rejection Process’ button+

!image-20230824-080810.png|width=2271,height=6527!



*NOTE:* 

# The design above shows the approval In Progress Banner however, the rejection In Progress banner will be similar but but with rejection message . See ACs below

2. Signature waiver is in designs but this story assumes that a signature was provided and therefore an uneditable image of signature will be displayed in place of the signature waiver. {color:#bf2600} *Confirmation that Signature is no longer a requirement and therefore only Identity and Register checks are required.*{color}



+Rejection Confirmation+

!image-20230824-081215.png|width=2271,height=6349!

*NOTE:* 

# The design above shows the approval In Progress Banners however, the rejection In Progress banner will be similar but but with rejection message . See ACs below
# Signature waiver is in designs but this story assumes that a signature was provided and therefore an uneditable image of signature will be displayed in place of the signature waiver. {color:#bf2600}*Confirmation that Signature is no longer a requirement and therefore only Identity and Register checks are required.*{color}

h2. Acceptance Criteria

+*AC1:*+ +WHEN user selects Start Rejection Process button+

GIVEN that the ERO is in the Determination Tab

AND at least 1 of the checks statuses is ‘Incomplete’

WHEN the ERO selects the ‘Start Rejection Process’ button

THEN the ERO will see the following:

*  the status of ‘In Progress' in the summary header 
*  the Review application section with rejection reasons checkboxes (multi-select) Please see the list of latest rejection reasons above
* a text box for other rejection comments(optional)_{Condition: If Other checkbox is checked THEN textbox is mandatory}_ 
* the Reject Application button 
* a cancel button ( See image above)

+*AC2*++: Rejection In Progress+ 

GIVEN that the ERO is in the Determination Tab

AND has selected rejection reasons checkboxes

AND entered in other rejections comments (optional)

AND the ERO has selected the ‘Reject Application’ button

THEN the ERO will see the status of ‘Rejection  in Progress' in the summary header 

AND the following: 

* the Review section will show all the relevant check statuses ie Register, Identity and Signature
* a Blue banner with ‘Application rejection process started’ message with ERO name and datetime with *Cancel button*(see below)

!image-20230427-114927.png|width=682,height=46!

* the Reasons for rejection listed
* the application details the ERO will be rejecting for final determination
* the Signature that was provided

AND lastly the Reject Application button

+*AC3*++: Confirmation+

GIVEN that the ERO has selected the ‘Reject Application’ button 

WHEN the application status is in ‘Rejection In Progress’

THEN the ERO will see the status of ‘Rejected' in the summary header 

AND  the following:

* the Review section will show all the relevant check statuses ie Register, Identity and Signature
* a Blue banner with ‘Application rejection process started by’ message with ERO name and datetime ( See Below)

!image-20230427-115524.png|width=686,height=47!

*NOTE*: this is date and time of when the ERO had placed the application in pre-rejected status ie Rejection In Progress

* the Reasons for rejection listed
* the Reject application section with a rejected confirmation banner (See below)

!image-20230427-115647.png|width=684,height=48!

*Note*: This is the date and time when the ERO had placed the application in Rejected staus ie Rejection in Progress to Rejected

with message, ERO name and date and time

* the application details the ERO will be rejecting for final determination
* the Signature that was provided",To Do,,Shane.yin,,21/Aug/23 2:58 PM,11/Sep/23 12:01 PM,,,,EIP1-4839,,8.0,,,,Beta|OAVA|OE|Refined|Valtech,,,,
EIP1-7253,Three,,Story,"As an authorised user in the qualifying address tab

I WANT to be able to run historical address checks against an applicant 

So that I can determine if an applicant is eligible to vote based on their previous registration status  

*Screen Designs*

!image-20230822-101527.png|width=627,height=799!



h2. Acceptance Criteria

*AC1: No previous address match*

GIVEN that the authorised user is in the qualifying address tab 

And wishes to check the status of the DWP check on an applicant’s previous residency ([https://technologyprogramme.atlassian.net/browse/EIP1-7331|https://technologyprogramme.atlassian.net/browse/EIP1-7331|smart-link] )

When they click link to the previous address check page

Then the UI will display the address that the citizen has entered 

And the ‘no match’ status 

And a banner will show with ‘no match found by system’, and the date and time 



*AC2: Previous address match* 

GIVEN that the authorised user is in the qualifying address tab 

And wishes to check the status of the DWP check on an applicant’s previous residency ([https://technologyprogramme.atlassian.net/browse/EIP1-7331|https://technologyprogramme.atlassian.net/browse/EIP1-7331|smart-link] )

When they click link to the previous address check page

Then the UI will display the address that the citizen has entered 

And the ‘matched’ status 

And a banner will show with ‘match found by system’, and the date and time 

 ",To Do,,yusuf.eldin,,22/Aug/23 11:12 AM,08/Sep/23 2:50 PM,,,,EIP1-7231,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7254,Three,,Story,this ticket will cover the re-run of register checks when an applicant’s details are edited,To Do,,Krister Bone,,22/Aug/23 11:59 AM,12/Sep/23 1:04 AM,,,,EIP1-4886,,,,,,API|Beta|NotRefined|OE|Valtech,,,,
EIP1-7262,Three,,Story,"As an ERO

I WANT to be able to undo/Cancel while an application is in Approval In Progress or Rejection in Progress state

So that I can able to reverse my initial determination decision.

*Context*

This story is to allow the ERO to review the relevant checks statuses and applicant details ie Approval In Progress or Rejection In Progress prior to making the final determination to approve or reject the application and also allow the ERO to undo/cancel and return the status back to In Progress. (API [https://technologyprogramme.atlassian.net/browse/EIP1-7233|https://technologyprogramme.atlassian.net/browse/EIP1-7233|smart-link]  )



*Assumption*

The following API work need to be done prior to UI work. [https://technologyprogramme.atlassian.net/browse/EIP1-7263|https://technologyprogramme.atlassian.net/browse/EIP1-7263|smart-link] 

*Screens*

+Rejection In Progress+

!image-20230503-102430.png|width=682,height=799!

+Approval In Progress+

!image-20230503-102542.png|width=50%!

Determination Tab View(Returned state)

!image-20230503-102721.png|width=683,height=559!

h2. Acceptance Criteria

GIVEN that the ERO has put the application in Approval In progress or Rejection In Progress state

WHEN the ERO wishes to undo/Cancel their initial decision ie selects the Cancel button

THEN the application status will be put back to ‘In Progress’ status

AND the ERO will be returned to the start of the determination journey(See image above)",To Do,,Shane.yin,,22/Aug/23 2:24 PM,01/Sep/23 12:27 PM,,,,EIP1-4839,,2.0,,,,Beta|OAVA|OE|Refined|UI|Valtech,,,,
EIP1-7263,Three,,Story,"As the OAVA portal

I WANT to be able to capture the ERO name/email and date time when the Approval In Progress or Rejection In Progress was made in the determination process

So THAT the user is able to see this information



*Context*

Current data structure does not support the ability to capture the Pre-approval info ie the datetime and person(ERO) who has put the application into Approval In Progress state. There is a requirement to show this information in a banner ie datetime and ERO when final determination was made as well as datetime and the ERO who made the final determination is shown.

Conversely, the same goes for Rejection In progress where this information must also be captured and displayed for the Rejection journey



*Tech Notes*

It’s worth noting that the solution in VAC is not what we are looking for as it uses the same state as the application state for this. 

The requirement here is to add three new attributes to the application status:

# previous state
# modified by 
# modified when

These three attributes are to be populated when an application is either approved or rejected. So for example, an ero views this application in progress and selects to reject it. At that point the update status endpoint is called to change the status to rejected. Before the status is changed, the app needs to get the current state, ero and timestamp and assign those values to the attributes above. Then the application will change state to rejected. 

The response to the client is a 2xx success message so they know it’s been updated (as it currently already does) but also the response is now augmented with the previous state details so that can be shown on the UI.",To Do,,Shane.yin,,22/Aug/23 2:31 PM,01/Sep/23 12:27 PM,,,,EIP1-4839,,5.0,,,,API|Beta|OAVA|OE|Refined|Valtech,,,,
EIP1-7265,Three,,Story,"As an ERO in determination journey

I WANT to see rejection notes if provided when the application is in Rejection In Progress or Rejected status

So that the ERO can see all rejection reasons with any useful notes that may have been provided



*Designs*

!image-20230524-135124.png|width=770,height=706!

*Notes:* 

If Application is rejected and rejection notes has been provided then it should display as Additional Input

If NOT Provided then should not display Additional Input field(See below)

!image-20230524-135752.png|width=773,height=567!



h3. Acceptance Criteria

AC1: Rejection notes provided

GIVEN that the ERO is in the making final determinations

WHEN the ERO has placed the application in Rejection In Progress or Rejected status

AND rejection notes has been provided

THEN any additional rejection notes provided must display as Additional Input (See image 1 above)



AC2: Rejection Notes NOT provided

GIVEN that the ERO is in the making final determinations

WHEN the ERO has placed the application in Rejection In Progress or Rejected status

AND rejection notes has not been provided

THEN any additional rejection notes provided must NOT display as Additional Input field(See image 2 above)",To Do,,Shane.yin,,22/Aug/23 2:57 PM,01/Sep/23 12:26 PM,,,,EIP1-4839,,1.0,,,,Beta|OAVA|OE|Refined|UI|Valtech,,,,
EIP1-7272,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record documents that has been uploaded and accepted in support of an application for under 18 leavers

So that I can process this application



*Context*

When an applicant is applying under previous registration an ERO will see the following screen, and can check the applicant’s evidence related to their UK residence.

This ticket will cover uploading documents as well as adding offline documents.

*Notes*  

Attestation flow is applicable to all Overseas application routes including under 18 leaver, registration and residency the UI will remain the same for all routes however the page title will change dependent upon the application type 



*Screen designs*

!image-20230830-164052.png|width=645,height=1229!



h2. *Acceptance Criteria*

*Upload Document*

*AC1:*

Given an authorised user is processing an application

WHEN the authorised user is in the Identity Tab view

AND clicks 'Add document for Review' CTA

THEN the ‘Add document for review’ section will expand to reveal a drop down list of document types

AND the authorised user can select a document type from the list

*AC2:*

Given an authorised user is in the Identity Tab

AND has selected a document type from the drop down list

WHEN the user clicks the ‘Choose file’ CTA

THEN the upload file facility will allow a user to upload a document [https://technologyprogramme.atlassian.net/browse/EIP1-7300|https://technologyprogramme.atlassian.net/browse/EIP1-7300|smart-link] 

AND ‘No File chosen’ should be replaced by the uploaded file name

AND if the user clicks add document without selecting document type then an error message will display

*AC3:*

Given an authorised user is in the Identity Tab

WHEN the user has uploaded a supporting document

THEN the user will see the document in the ‘Documents for review’ section

AND the user will see the document type with Review, Accept and Reject buttons and a link to the document

*AC4:*

Given an authorised user is in the Identity Tab

WHEN the user has uploaded a supporting document

THEN the document should show in a ‘loading state’ in the documents for review tab, until the upload is confirmed



*Add document as seen*

*AC1:*

Given an authorised user is processing an application

WHEN the authorised user is in the Identity Tab view

AND clicks 'Add document for Review' CTA

THEN the ‘Add document for review’ section will expand to reveal a drop down list of document types

AND the authorised user can select a document type from the list

 *AC2:*

Given an authorised user is in the Identity Tab

AND has selected a document type from the drop down list

WHEN the user clicks the ‘Add document’ CTA

THEN the user will see the document in the ‘Documents for review’ section [https://technologyprogramme.atlassian.net/browse/EIP1-7309|https://technologyprogramme.atlassian.net/browse/EIP1-7309|smart-link] 

AND if the user clicks add document without selecting document type then an error message will display

*AC3:*

Given an authorised user is in the Identity Tab

WHEN the user has added a document as seen

THEN the user will see the document in the ‘Documents for review’ section

AND the user will see the document type with Review, ‘Accept document as seen’ and ‘Reject document as seen’ buttons",To Do,,yusuf.eldin,,22/Aug/23 4:26 PM,08/Sep/23 2:34 PM,,,,EIP1-4494,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7274,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to reject attestations added as seen in support of an overseas elector application 

So that I can process this application

*Context*

When an applicant is applying through the exceptions route they can provide an attestation 

The attestation flow is available on all overseas elector application types including under 18, registration and residency 

This ticket will cover rejecting uploaded documents, and documents added as seen.

*Notes*

* Providing a rejection reason for a document is optional
* when other is provided as a rejection reason, notes field is mandatory 

*Assumption*  

* {color:#ff5630}Rejection reasons list in screenshot mirrors the current list for postal/proxy, an updated list may be required for attestation. {color}




*Screen Design*

!image-20230816-202348.png|width=100%!

*Rejection reasons list* 

!reject1ion reasons list -20230817-121105.png|width=100%!

*Rejection document CTA*

!image-20230901-201709.png|width=917,height=244!



* *ACCEPTANCE CRITERIA*
*AC1 a: Reject uploaded document reason*
GIVEN that the authorised user is in the Identity Tab
AND is reviewing uploaded documents in the ‘Documents for review’ section
WHEN the user clicks the ‘Reject document’ button
THEN the UI will show the reject document reasons
AND a text box to add additional explanation for rejection
AND a Reject document and cancel button
 
*AC2a: Reject CTA*
GIVEN that the authorised user is rejecting a document under review
AND *selects rejection reasons*
WHEN the user rejects a document by clicking on the reject document button
THEN the rejected document will appear in Rejected document section
AND the document will show ‘Rejected reason’, ERO name and date and time of rejection and a link to the document
AND the document status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link] 
 
*AC2b: Reject with no reason selected*
 
GIVEN that the authorised user is rejecting a document under review
*AND does not select a rejection reason*
WHEN the user rejects a document by clicking on the reject document button
THEN the rejected document will appear in Rejected document section
AND the document will show ERO name and date and time of rejection
AND *rejected reason* will show *‘not provided’*
AND the ‘Undo reject document’ button will be displayed
AND the document status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link] 
 
*AC2b: Reject CTA with additional information*
 
GIVEN that the authorised user is rejecting a document under review
*AND adds additional information*
WHEN the user rejects a document by clicking on the reject document button
THEN the rejected document will appear in Rejected document section
AND the document will show ‘Rejected reason’, ERO name and date and time of rejection
AND an extra field *‘additional information’ will show below.*
AND the document status will be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link] ",To Do,,yusuf.eldin,,22/Aug/23 4:26 PM,08/Sep/23 2:37 PM,,,,EIP1-4494,,,,,,Beta|OE|RefineInProgress|UI|Valtech,,,,Impediment
EIP1-7275,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to undo determinations made on documents added in support of an overseas elector application 

So that I can correct mistakes I have made, or update a determination based on new information. 

*Context*

When an applicant is applying under the previous registration of a parent/guardian the ERO will see the following screen, and can undo actions (accept/ reject) made on the documents)

This ticket will cover undo for uploaded and offline documents 

*Screen Design*

!image-20230906-133249.png|width=794,height=797!



h2. Acceptance Criteria

*AC3: Undo rejected document*

GIVEN an ERO has rejected a document in the document for review section

WHEN the document displays in the rejected documents section

THEN the rejected document will show an undo accept reject button



*AC4: Undo rejected document*

GIVEN a document is in the rejected documents section

WHEN the ERO clicks the undo reject document button

THEN the document status should be updated [https://technologyprogramme.atlassian.net/browse/EIP1-7340|https://technologyprogramme.atlassian.net/browse/EIP1-7340|smart-link]  to remove rejection

AND the document will move back into the documents for review section",To Do,,yusuf.eldin,,22/Aug/23 4:26 PM,11/Sep/23 4:19 PM,,,,EIP1-4494,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7276,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record my determination regarding an applicant’s attestation evidence 

so that I can process the application 

*Context*

Once all relevant checks has been made i.e. all attestation documents have been reviewed and an ERO has confirmed whether it is sufficient or not to confirm or not the validity of the relationship 

*Assumptions*

* attestation documents has been provided in support of the application and/or
* attestation documentation has been provided and uploaded

*Screen Design*

!image-20230830-164705.png|width=645,height=1229!

!image-20230901-201242.png|width=743,height=1105!



h3. Acceptance Criteria

*AC1: accept relationship* 

Given that the authorised user is in qualifying address tab 

AND has reviewed the evidence provided by the applicant in support of their application 

WHEN the user clicks on the Confirm attestation button 

THEN a banner with text confirmation message, ERO email and date and time and ‘attestation confirmed’ will be displayed 

AND confirmation will be recorded{color:#ff5630} {color}[https://technologyprogramme.atlassian.net/browse/EIP1-7327|https://technologyprogramme.atlassian.net/browse/EIP1-7327|smart-link] 



*AC2: reject relationship* 

Given that the authorised user is in qualifying address tab 

AND has reviewed the evidence provided by the applicant in support of their application 

WHEN the user clicks on the ‘cannot confirm’ attestation button 

THEN a banner with text confirmation message, ERO email and date and time and ‘cannot confirm attestation’ will be displayed 

AND confirmation will be recorded{color:#ff5630} {color}[https://technologyprogramme.atlassian.net/browse/EIP1-7327|https://technologyprogramme.atlassian.net/browse/EIP1-7327|smart-link] ",To Do,,yusuf.eldin,,22/Aug/23 4:27 PM,08/Sep/23 2:40 PM,,,,EIP1-4494,,,,,,Beta|OE|Refined|Valtech,,,,
EIP1-7283,Three,,Story,"As an authorised user in the qualifying address tab 

I want to be able to record my progress in actions taken to verify a applicant’s right to vote via an application for a previous registration. 

So that I can process the application 

*Context*

*Screen designs*

!image-20230825-161952.png|width=605,height=986!



h2. *Acceptance Criteria*

*Upload Document*

*AC1: Previous address check*

Given an authorised user is processing an application

WHEN they click the proof of relationship link 

THEN the user should navigate to the proof of relationship with parent/ legal guardian page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7253|https://technologyprogramme.atlassian.net/browse/EIP1-7253|smart-link] )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 

*AC2: Automated register check*

Given an authorised user is processing an application

WHEN they click the automated register check of parent/guardian

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7234|https://technologyprogramme.atlassian.net/browse/EIP1-7234|smart-link] )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 

*AC3: Paper register check*

Given an authorised user is processing an application

WHEN they click the paper register check of parent/guardian

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7236|https://technologyprogramme.atlassian.net/browse/EIP1-7236|smart-link]  )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 

*AC4 : local data matching*

Given an authorised user is processing an application

WHEN they click the local data matching 

THEN the user should navigate to the electoral register check page ( see[https://technologyprogramme.atlassian.net/browse/EIP1-5283|https://technologyprogramme.atlassian.net/browse/EIP1-5283|smart-link] 

AND the  local data matching  should update based on updates to that page (confirmed/ not confirmed) 



*AC4 : Documentary evidence* 

Given an authorised user is processing an application

WHEN they click the documentary evidence

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7358|https://technologyprogramme.atlassian.net/browse/EIP1-7358|smart-link] 

AND the local data matching should update based on updates to that page (confirmed/ not confirmed)



*AC5 : attestation* 

Given an authorised user is processing an application

WHEN they click the local data matching 

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7239|https://technologyprogramme.atlassian.net/browse/EIP1-7239|smart-link] )

AND the  local data matching  should update based on updates to that page (confirmed/ not confirmed) ",To Do,,yusuf.eldin,,23/Aug/23 2:51 PM,06/Sep/23 11:24 PM,,,,EIP1-7231,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7285,Three,,Story,"*As a* ERO processing the qualifying address details provided by the elector
*I want* to set the status to approved or rejected
*So that* I can determine the application


----

h2. *Acceptance Criteria*

h3. AC1: Accept Qualifying Address Information

*Given* an *ERO* processing a overseas application
*And* one of the following sub-determinations has been approved - Under 18, Residency, Registration, Documentary evidence, Local Data match or Attestation
*When* I call the *Set Qualifying AddressStatus API* to {{approved}}
*And* I send accompanying notes with the approval
*Then* the Qualifying Address status will be set to {{approved}}
*And* the Qualifying Address will have the notes set to the the notes provided
*And* the GetByID API will return the updated values


h3. AC2: Reject  Qualifying Address

*Given* an *ERO* rejecting the qualified information on a overseas application
*When* I call the *Set Qualifying Address Status API* to *rejected* with an *rejectionReason(s),* with *Rejected Reason Notes*
*Then* the Qualifying Address status will be set to {{rejected}}
*And* the Qualifying Address rejected status reason(s) will be set to the rejectedReason(s)
*And* the Qualifying Address rejected status reason notes will be set to the rejected reason notes

h3. AC3: Empty reasons

*Given* an *authorised user*
*And* a overseas application with the {applicationId} for the current user's ERO is present in the database
*When* I call the *Set Qualifying Address Status API:*
| status | approvalReason | rejectedReason |
| approved | null/empty | null/empty |
| rejected | null/empty | null/empty |
*Then* a 400 BAD_REQUEST response will be returned

h3. AC4: Application’s Qualifying Address Check is Determined - (409)

h3. AC5: The application has been Determined (409)

h3. *AC6:* (i) (Plus the usual 401/403/404 etc)



----



*Assumptions*

* There is no requirement for any comms being generated by the EROP to the applicant; therefore no reject reason (free form text) is needed
* one reason can be selected
* does not update application status

----

*Implementation Notes*

Possible API:

{noformat}{     
    status: string (accepted | rejected)     
    rejectionStatusReason?: oneOf <rejectionReasons>
    approvalStatusReason?: oneOf <approvalReasons>     
 }

  rejectionReasons: [
    tbc
    other
]

approvalReasons: [
    viewed-in-erop
    verified-offline
]{noformat}",To Do,,Krister Bone,,23/Aug/23 3:56 PM,08/Sep/23 2:32 PM,,,,EIP1-4494,,,,,,API|Beta|OE|Refined|Valtech,,,,
